Gene	GSM346111	GSM346114	GSM346115	GSM346116	GSM346117	GSM346118	GSM346120	GSM346122	Mean_Expression
YOL141W	11.834	12.904	1.213	0.469	13.847	16.345	5.579	1.611	7.97525
YOL142W	48.735	53.39	34.98	24.34	136.865	109.427	48.251	51.667	63.456875
YOL143C	349.648	383.581	804.901	937.289	502.003	440.036	1207.061	1270.043	736.82025
YOL144W	25.463	34.842	6.962	7.738	58.645	42.437	32.813	13.577	27.809624999999997
YOL145C	30.936	28.433	28.605	31.205	74.955	64.213	112.787	84.41	56.943
YOL146W	37.119	43.781	41.044	57.62	129.128	127.938	97.338	124.759	82.340875
YOL147C	51.207	31.149	62.245	45.375	28.993	40.785	39.25	43.092	42.762
YOL148C	17.825	13.271	16.749	22.931	57.644	44.75	81.503	69.722	40.549375
YOL149W	82.68	76.364	65.4	76.548	176.711	156.939	148.682	113.964	112.161
YOL151W	51.406	48.622	91.013	100.795	99.585	99.404	145.9	180.844	102.196125
YOL152W	3.473	14.46	0.68	2.891	10.715	45.263	0.0	2.934	10.052
YOL154W	1.566	0.422	3.372	3.911	30.239	35.667	18.607	25.186	14.87125
YOL158C	24.227	21.755	53.559	51.627	162.536	165.866	225.793	275.662	122.62812500000001
YOL159C	21.6	20.213	36.719	38.798	55.871	68.13	51.775	69.064	45.271249999999995
YOL159C-A	38.545	40.381	32.277	48.127	75.172	110.878	67.844	76.524	61.2185
YOL163W	0.0	0.62	0.0	0.0	6.729	6.066	0.0	23.839	4.65675
YOL164W	2.425	0.653	5.221	7.821	40.784	37.925	39.609	44.623	22.382624999999997
YOR001W	34.734	31.382	13.233	12.677	51.587	51.496	27.512	20.815	30.4295
YOR002W	27.34	25.971	49.575	42.82	125.44	132.283	107.56	113.641	78.07875
YOR003W	2.046	1.543	11.455	10.56	25.858	15.5	19.448	26.616	14.12825
YOR004W	122.076	119.134	14.879	19.173	415.063	362.942	48.649	15.913	139.72862500000002
YOR005C	1.453	2.908	3.576	4.147	19.188	19.207	16.441	20.325	10.905625
YOR006C	49.905	54.112	14.776	38.426	202.197	184.83	135.876	95.412	96.94175
YOR007C	460.717	537.513	567.756	537.653	493.518	418.215	952.53	815.534	597.9295
YOR008C	63.076	39.834	62.344	78.757	105.267	110.552	98.281	101.248	82.41987500000002
YOR010C	8.546	9.209	0.0	13.58	17.272	30.17	18.46	18.323	14.445
YOR011W	3.235	2.425	5.148	3.512	8.229	9.642	7.241	5.428	5.6075
YOR012W	14.156	19.83	9.144	12.962	43.067	45.471	22.424	29.34	24.54925
YOR014W	55.887	50.324	81.341	60.735	39.964	31.508	77.362	54.182	56.412875
YOR016C	54.561	55.245	50.64	60.294	162.913	183.559	85.685	111.608	95.56312499999999
YOR017W	6.121	6.86	11.072	10.395	18.91	17.374	20.364	20.825	13.990125
YOR018W	12.171	9.332	18.143	22.015	25.744	21.321	32.906	37.304	22.367
YOR019W	2.683	1.012	2.311	6.923	20.719	21.352	21.781	25.502	12.785375
YOR020C	1086.605	950.845	1177.735	855.928	614.408	542.806	707.582	658.035	824.2429999999999
YOR020W-A	57.817	48.457	276.661	278.069	132.804	93.425	377.382	336.705	200.165
YOR021C	167.337	272.443	114.201	135.486	534.997	576.933	239.007	233.315	284.214875
YOR022C	7.669	6.493	10.026	13.68	20.833	16.808	27.66	25.644	16.101625
YOR023C	15.215	11.551	20.104	22.451	16.185	20.723	43.822	29.657	22.4635
YOR025W	19.25	13.2	24.494	21.851	48.635	56.843	52.846	54.095	36.40175000000001
YOR026W	9.738	6.481	8.634	14.305	65.02	62.343	43.104	41.351	31.372
YOR027W	759.365	717.81	985.37	1034.867	118.994	78.708	176.358	196.665	508.5171250000001
YOR028C	22.497	9.625	34.194	76.557	62.714	39.653	22.273	54.384	40.237125
YOR030W	5.693	5.453	6.129	11.32	20.724	18.347	26.302	23.282	14.656249999999998
YOR031W	0.0	0.0	17.944	41.62	52.006	23.971	132.008	91.323	44.858999999999995
YOR032C	0.901	0.0	0.97	2.25	0.527	1.944	0.0	0.0	0.8240000000000001
YOR032W-A	0.0	0.0	0.0	0.0	0.0	4.172	0.0	2.073	0.7806249999999999
YOR033C	5.579	5.411	6.007	9.056	62.347	54.567	46.952	43.264	29.147875000000003
YOR034C	9.152	7.326	3.941	5.877	19.889	28.835	8.802	14.017	12.229875
YOR035C	10.675	11.503	25.66	24.179	19.464	17.973	35.395	41.52	23.296125
YOR036W	18.974	16.065	36.48	63.177	126.079	100.716	217.379	196.637	96.93837500000001
YOR037W	8.008	10.643	19.543	23.109	76.217	67.319	60.259	61.816	40.86425
YOR038C	23.958	16.889	13.982	16.588	28.821	30.058	30.149	28.005	23.55625
YOR039W	67.279	72.09	78.133	107.602	183.989	212.381	187.11	240.967	143.69387500000002
YOR040W	8.217	10.699	28.015	36.479	40.063	38.41	61.015	78.304	37.65025
YOR042W	83.718	77.653	146.469	166.695	69.576	58.61	161.064	137.008	112.599125
YOR043W	36.629	34.265	39.87	43.222	119.634	111.735	57.387	78.825	65.195875
YOR044W	34.64	19.996	26.639	33.983	180.955	175.566	39.196	98.147	76.14025000000001
YOR045W	422.867	396.595	566.566	495.4	491.15	424.995	415.566	416.404	453.69287499999996
YOR046C	202.923	186.736	133.707	154.049	279.714	247.889	155.101	175.488	191.95087500000002
YOR047C	32.593	26.578	32.246	32.264	76.278	68.84	75.005	47.534	48.917249999999996
YOR048C	31.947	32.641	14.681	20.593	55.163	51.834	59.403	45.388	38.95625
YOR049C	1.104	1.189	0.0	0.919	8.395	7.409	0.0	1.972	2.6235
YOR051C	111.038	122.973	75.612	87.293	259.306	279.144	242.422	202.81	172.57475
YOR052C	186.371	129.7	387.376	552.671	196.879	172.5	230.651	332.08	273.5285
YOR054C	13.945	7.67	21.269	35.307	31.955	21.45	107.0	104.234	42.85375
YOR056C	58.803	61.756	12.845	17.735	170.025	173.034	68.344	47.509	76.25637499999999
YOR057W	43.053	31.461	42.623	67.555	79.91	70.938	58.793	64.724	57.382124999999995
YOR058C	12.84	12.882	17.161	24.141	25.646	22.82	26.302	28.797	21.323625
YOR060C	6.071	6.542	9.804	13.265	52.391	48.753	55.599	76.475	33.6125
YOR061W	89.312	85.373	62.037	68.588	161.144	165.198	144.903	141.255	114.72625000000001
YOR062C	1.456	2.745	20.376	25.448	31.515	26.174	50.448	43.701	25.232875
YOR063W	5877.201	6200.483	1307.178	1805.616	4645.057	5290.403	1830.104	2321.707	3659.718625
YOR064C	6.227	7.189	7.662	22.214	92.64	81.884	100.401	107.446	53.207875
YOR065W	38.543	34.723	106.123	136.221	17.005	22.417	41.288	51.933	56.031625000000005
YOR066W	23.655	13.415	30.829	20.209	12.747	17.757	21.571	20.688	20.108875
YOR067C	31.208	27.232	19.722	25.978	80.974	88.634	69.857	72.975	52.072500000000005
YOR068C	0.0	0.0	0.0	0.0	0.0	0.814	0.0	0.0	0.10175
YOR069W	36.551	31.571	48.722	47.811	96.403	77.467	128.669	117.142	73.042
YOR070C	10.143	9.108	19.192	17.397	32.368	26.524	36.516	37.343	23.573875
YOR071C	8.838	6.349	9.163	11.172	28.344	25.424	20.742	26.905	17.117125
YOR073W	7.962	5.541	10.001	13.256	28.728	30.38	30.876	31.062	19.72575
YOR074C	50.09	60.549	66.374	71.096	18.786	14.778	41.963	35.8	44.929500000000004
YOR075W	28.23	26.161	36.473	50.757	110.992	91.493	118.507	113.795	72.051
YOR076C	14.421	10.312	23.147	22.698	34.055	39.974	62.301	56.03	32.86725
YOR077W	16.801	17.199	28.942	29.369	54.064	51.955	59.884	52.835	38.881125
YOR079C	23.705	22.182	34.925	23.886	118.252	120.528	91.408	95.858	66.343
YOR080W	5.251	3.536	4.523	6.993	34.408	36.125	31.712	35.652	19.775
YOR081C	9.152	6.763	18.581	14.366	8.568	14.919	10.356	14.017	12.090249999999997
YOR083W	13.895	13.19	19.947	20.379	12.388	10.786	23.583	14.66	16.1035
YOR084W	0.505	0.0	0.0	0.42	15.365	14.77	19.001	14.799	8.1075
YOR085W	89.309	62.553	126.202	87.815	32.004	44.959	57.474	52.261	69.072125
YOR086C	38.84	35.619	64.06	58.47	32.878	33.914	62.509	64.26	48.81875
YOR087W	17.115	15.942	41.851	39.36	46.844	45.757	83.29	92.055	47.77675
YOR089C	113.139	94.433	113.823	172.144	374.38	310.34	293.812	342.008	226.759875
YOR090C	30.453	17.514	26.525	30.192	35.635	35.763	55.559	55.759	35.925
YOR091W	95.693	162.604	15.85	18.382	110.65	85.513	43.727	31.566	70.49812500000002
YOR092W	10.219	11.528	14.441	15.418	23.916	26.028	10.118	13.01	15.584750000000001
YOR093C	4.76	5.065	4.868	4.457	20.468	17.856	13.666	16.669	10.976125
YOR094W	59.526	57.27	68.666	76.094	146.771	131.482	109.45	98.763	93.50275
YOR095C	172.356	144.994	9.767	24.541	542.238	460.642	76.341	43.223	184.26274999999998
YOR096W	5676.989	5738.355	2604.475	2423.598	6433.44	6931.79	2504.107	2735.731	4381.060625
YOR097C	14.444	19.755	52.635	43.469	105.312	79.372	125.407	154.853	74.40587500000001
YOR098C	45.719	38.862	27.455	22.895	21.953	26.635	18.755	17.054	27.416
YOR099W	151.697	118.71	185.278	147.387	280.519	293.298	321.062	324.548	227.812375
YOR100C	0.0	0.644	3.858	4.971	5.591	11.167	3.548	14.513	5.5365
YOR101W	68.871	73.191	35.374	46.81	195.189	165.096	61.306	57.803	87.955
YOR103C	166.974	133.336	218.293	250.677	366.344	323.785	301.111	321.788	260.2885
YOR104W	17.3	20.505	28.311	35.137	85.831	75.642	72.622	77.153	51.562625000000004
YOR106W	29.651	18.576	17.818	26.403	73.426	63.474	53.251	65.547	43.518249999999995
YOR107W	0.632	0.0	12.245	6.837	14.048	9.088	17.516	19.87	10.0295
YOR108W	87.83	75.259	53.038	54.765	93.672	105.349	42.356	68.564	72.604125
YOR109W	40.368	39.97	40.412	44.656	25.69	22.495	28.398	29.105	33.88675
YOR110W	22.027	15.985	27.103	28.438	73.116	65.302	85.452	73.253	48.8345
YOR111W	19.321	27.609	34.369	61.535	78.639	55.58	84.835	85.857	55.968125
YOR112W	20.076	15.947	26.602	21.638	37.345	41.461	45.358	44.7	31.640875
YOR113W	14.577	11.088	24.465	34.261	10.034	9.044	21.649	15.322	17.555
YOR114W	7.967	6.081	8.577	11.053	11.653	6.684	10.517	10.439	9.121375
YOR115C	35.668	32.159	53.292	44.838	220.606	205.901	188.819	192.492	121.72187499999998
YOR116C	31.022	30.389	9.543	8.272	35.672	38.309	17.817	14.205	23.153625
YOR117W	162.652	157.546	248.367	261.407	215.633	200.46	513.89	525.538	285.686625
YOR118W	12.427	12.274	14.122	13.792	75.936	81.422	75.186	79.193	45.544
YOR119C	26.675	29.615	6.092	6.392	92.697	78.285	38.415	21.665	37.4795
YOR120W	3.129	1.349	88.937	108.351	44.669	37.204	100.373	146.705	66.339625
YOR122C	1258.654	1084.316	1442.208	1607.917	1380.045	1366.659	1473.601	1681.214	1411.8267500000002
YOR123C	67.024	63.364	58.091	62.107	80.894	70.532	106.841	82.851	73.963
YOR124C	32.365	27.734	49.447	51.058	26.871	25.861	65.917	65.98	43.15412500000001
YOR125C	42.66	33.35	72.047	100.265	103.753	96.249	142.446	168.592	94.92025
YOR126C	26.209	21.181	35.272	36.133	54.628	54.581	64.872	55.61	43.560750000000006
YOR127W	11.871	10.8	9.638	11.501	33.019	33.122	37.764	41.17	23.610625
YOR128C	98.375	110.437	832.559	626.856	231.831	217.252	854.527	570.812	442.831125
YOR129C	3.291	2.955	3.307	4.018	16.431	16.62	13.468	13.172	9.15775
YOR130C	20.053	12.605	30.225	46.737	105.591	91.653	137.651	178.194	77.83862500000001
YOR131C	37.531	40.442	75.043	91.491	167.302	155.517	182.253	187.129	117.0885
YOR132W	30.9	27.556	50.476	66.521	29.924	27.075	59.78	59.401	43.954125
YOR134W	0.0	0.0	4.117	1.592	2.237	1.146	0.946	2.733	1.5963749999999999
YOR136W	201.766	230.824	558.753	472.994	117.738	139.895	235.94	352.753	288.832875
YOR137C	0.629	2.204	4.744	9.956	27.254	24.294	17.45	21.595	13.51575
YOR138C	9.922	13.049	21.364	21.376	83.317	76.248	80.897	98.859	50.629
YOR140W	12.274	9.368	8.81	9.578	9.575	8.827	11.645	7.858	9.741875
YOR141C	29.133	22.286	26.816	28.323	30.707	27.188	40.953	41.643	30.881124999999997
YOR142W	167.997	134.33	278.659	355.78	97.249	90.505	177.496	210.441	189.057125
YOR143C	36.116	23.087	30.317	32.102	155.436	157.306	111.516	101.939	80.977375
YOR144C	6.686	8.939	5.866	8.658	22.602	25.289	17.653	15.752	13.930625000000001
YOR145C	202.94	184.918	27.599	29.044	358.286	317.492	128.31	57.509	163.26225
YOR147W	10.701	8.648	13.555	12.576	51.561	50.551	43.626	48.814	30.003999999999998
YOR148C	21.031	19.83	24.908	34.138	143.968	128.056	160.334	105.972	79.77962500000001
YOR149C	10.238	4.903	13.881	7.891	27.51	30.724	21.024	22.223	17.29925
YOR150W	65.564	48.169	89.84	96.251	92.063	73.726	141.628	115.87	90.388875
YOR151C	60.057	58.33	60.005	62.523	96.324	86.687	97.991	99.583	77.6875
YOR152C	3.047	6.978	16.404	32.975	23.177	15.34	18.102	15.245	16.4085
YOR153W	356.988	301.545	121.55	135.347	291.088	304.602	162.653	168.056	230.228625
YOR154W	8.336	8.803	4.308	8.605	97.938	92.245	46.22	46.235	39.08625000000001
YOR155C	16.515	18.264	61.764	61.499	77.807	69.593	210.839	222.399	92.335
YOR157C	268.285	219.436	395.857	392.522	122.425	92.079	251.563	229.669	246.4795
YOR158W	42.37	39.039	48.923	65.937	92.691	68.006	111.865	110.158	72.373625
YOR159C	147.733	102.811	132.547	111.018	242.497	219.371	154.392	215.574	165.742875
YOR160W	15.322	14.555	18.667	14.768	21.467	21.167	18.762	18.155	17.857875
YOR161C	11.618	8.411	90.685	130.253	31.013	38.816	66.139	113.394	61.291124999999994
YOR162C	4.595	3.648	5.208	5.637	15.847	12.174	19.155	14.692	10.119500000000002
YOR163W	93.145	115.981	189.424	229.155	144.113	109.657	227.475	198.236	163.39825000000002
YOR164C	125.161	149.366	145.534	186.489	359.55	317.733	458.496	394.493	267.10275
YOR165W	66.385	59.974	76.093	69.967	59.663	57.845	77.971	68.012	66.98875000000001
YOR166C	9.395	13.344	9.195	16.351	104.935	105.029	36.36	47.918	42.815875000000005
YOR167C	4891.148	4146.148	2659.166	2429.513	4947.297	5700.034	2462.325	2463.996	3712.4533749999996
YOR168W	302.431	307.361	128.263	117.709	330.371	313.325	136.169	129.968	220.699625
YOR171C	35.452	35.666	42.56	49.097	65.714	71.898	78.276	80.05	57.339125
YOR172W	2.741	2.954	5.366	4.979	22.162	20.192	45.399	27.964	16.469625
YOR173W	2.767	0.895	59.588	83.387	12.305	3.715	71.235	106.012	42.488
YOR174W	15.117	15.179	23.674	28.027	182.521	157.801	146.949	138.984	88.53150000000001
YOR175C	53.448	52.482	65.376	91.877	222.044	216.826	203.529	259.039	145.577625
YOR176W	89.029	72.352	154.22	144.903	122.8	115.65	95.531	116.24	113.84062499999999
YOR177C	1.265	0.908	2.723	2.105	5.919	3.84	2.504	5.122	3.04825
YOR178C	0.247	0.0	0.532	2.262	0.578	0.474	0.489	0.353	0.616875
YOR179C	38.293	18.958	42.342	39.628	102.938	80.878	73.776	82.845	59.95725
YOR180C	1.44	0.388	3.1	2.996	39.592	37.621	11.404	19.037	14.44725
YOR181W	29.692	20.163	37.295	32.696	6.152	6.524	17.76	11.274	20.194499999999998
YOR183W	1.502	0.0	0.0	0.0	17.578	5.042	0.0	1.074	3.1495
YOR185C	28.337	31.489	205.935	297.797	24.869	22.501	138.525	139.872	111.165625
YOR186W	0.0	0.0	0.0	0.0	3.154	3.876	2.668	2.889	1.573375
YOR187W	148.115	146.342	204.272	229.076	211.54	177.421	210.884	252.337	197.49837499999998
YOR188W	18.618	14.861	8.538	9.758	12.91	13.389	10.923	9.241	12.279749999999998
YOR189W	85.079	106.957	132.909	197.185	220.582	145.563	211.411	196.729	162.051875
YOR190W	0.879	0.71	0.0	1.829	10.285	8.006	0.87	2.199	3.09725
YOR191W	11.022	7.113	10.171	10.989	14.173	13.182	26.382	17.227	13.782375000000002
YOR193W	7.277	5.041	10.073	6.922	31.018	28.657	26.759	40.862	19.576125
YOR194C	70.966	62.132	95.506	95.424	198.818	145.908	182.409	187.763	129.86575
YOR195W	39.847	34.196	24.148	28.799	47.465	33.289	48.665	37.006	36.67687500000001
YOR196C	35.89	37.91	44.742	50.709	125.437	127.014	121.563	134.669	84.74175
YOR197W	149.823	113.4	151.072	129.611	64.088	65.754	119.206	103.846	112.1
YOR198C	603.448	611.681	554.706	569.17	101.292	103.753	187.065	129.09	357.52562500000005
YOR201C	12.812	21.476	30.653	27.649	142.146	143.553	108.056	117.006	75.418875
YOR202W	128.403	127.865	339.412	300.746	105.693	96.374	303.353	231.01	204.107
YOR204W	586.937	496.256	207.267	164.295	69.021	78.002	46.848	44.937	211.69537499999998
YOR205C	4.928	4.741	4.548	4.688	31.715	27.17	32.759	19.371	16.240000000000002
YOR206W	105.64	115.913	11.878	14.005	173.963	169.794	72.094	30.753	86.75500000000001
YOR207C	27.977	35.569	6.979	6.958	49.704	48.745	18.916	16.094	26.36775
YOR208W	3.134	2.251	9.559	11.086	13.751	13.021	17.064	13.625	10.436375
YOR209C	109.39	111.734	108.941	114.2	227.203	220.051	191.336	166.789	156.2055
YOR210W	520.407	624.222	324.379	478.786	641.001	630.316	439.309	364.112	502.8165
YOR211C	20.237	19.171	16.281	20.548	34.35	26.228	24.66	22.411	22.98575
YOR212W	77.192	71.972	58.723	57.329	179.03	186.373	183.971	171.788	123.29724999999999
YOR213C	15.724	19.486	22.008	18.325	109.479	122.883	63.83	68.555	55.036249999999995
YOR214C	0.0	0.0	0.0	0.0	1.933	5.148	0.0	0.0	0.8851249999999999
YOR215C	75.713	57.79	298.892	316.87	148.89	142.173	320.668	319.419	210.051875
YOR216C	34.355	38.761	27.85	52.82	72.36	75.766	110.444	96.482	63.60475000000001
YOR217W	45.054	37.637	39.197	46.973	62.837	58.909	71.64	63.913	53.269999999999996
YOR219C	9.05	9.865	14.955	15.592	24.381	22.401	24.172	33.695	19.263875
YOR220W	64.777	49.971	191.789	175.854	132.647	134.459	179.283	230.433	144.90162500000002
YOR221C	44.505	38.307	45.579	49.696	49.537	36.95	33.316	41.894	42.473
YOR222W	15.263	6.853	43.82	38.643	211.336	217.082	114.592	110.447	94.75450000000001
YOR223W	12.032	16.566	40.301	53.971	39.108	38.135	72.796	64.972	42.235125
YOR224C	337.643	237.062	223.265	143.847	496.197	477.347	305.336	258.419	309.8895
YOR226C	204.179	142.204	415.527	429.042	160.25	121.766	387.045	379.06	279.88412500000004
YOR227W	5.664	5.764	19.988	18.465	17.121	10.937	25.234	24.963	16.017
YOR228C	5.818	6.965	12.527	26.904	21.179	30.371	24.32	41.58	21.208
YOR229W	13.822	13.314	9.019	6.624	38.718	45.984	24.881	28.139	22.562625000000004
YOR230W	255.51	285.452	378.674	401.908	128.809	141.594	216.201	245.301	256.681125
YOR231W	14.25	9.753	16.586	13.785	42.814	42.285	49.571	40.189	28.654124999999997
YOR232W	378.628	442.528	357.036	417.618	436.048	436.811	341.866	326.809	392.168
YOR233W	9.794	12.533	7.381	9.376	66.759	78.066	28.121	28.7	30.09125
YOR234C	4129.844	3432.159	1016.075	1060.206	5447.515	5346.781	1481.322	1340.789	2906.8363750000003
YOR236W	55.381	56.195	55.65	32.269	71.284	65.493	63.969	36.943	54.647999999999996
YOR237W	1.802	0.971	0.0	1.5	28.47	23.761	5.353	3.864	8.215124999999999
YOR238W	28.349	16.662	11.099	19.307	79.915	71.972	40.825	33.155	37.6605
YOR239W	172.256	145.065	124.09	121.105	84.384	89.077	103.512	83.501	115.37375
YOR241W	52.853	45.408	49.983	52.021	167.15	160.084	165.47	157.99	106.36987500000001
YOR242C	1.58	0.0	0.0	1.315	6.163	5.808	1.043	1.506	2.176875
YOR243C	63.436	80.216	21.207	20.977	125.41	133.735	59.651	46.788	68.9275
YOR244W	14.942	16.574	27.442	29.996	133.701	122.413	175.78	133.489	81.792125
YOR245C	19.177	21.673	30.215	28.812	81.003	68.172	78.726	103.298	53.8845
YOR246C	27.225	26.785	34.409	35.471	363.583	323.189	295.325	287.638	174.203125
YOR247W	539.731	444.686	397.382	302.603	179.051	228.531	156.088	167.69	301.97025
YOR249C	5.717	3.85	6.155	11.422	54.189	53.725	55.473	57.003	30.94175
YOR250C	15.821	14.68	20.818	26.704	27.769	25.073	36.548	38.947	25.795
YOR251C	74.493	78.54	71.906	88.736	126.243	134.853	109.358	137.693	102.72774999999999
YOR252W	100.514	114.196	28.231	32.74	102.275	89.046	58.411	43.728	71.142625
YOR253W	144.735	103.576	97.541	104.843	396.897	327.883	321.598	315.069	226.51774999999998
YOR254C	113.701	105.971	68.68	88.007	267.129	274.4	247.95	239.991	175.728625
YOR255W	0.0	0.0	0.0	0.0	4.107	1.346	1.39	0.502	0.918125
YOR256C	13.56	13.959	14.599	25.598	37.684	44.23	65.687	65.244	35.070125000000004
YOR257W	69.99	70.867	64.96	82.367	151.088	91.41	174.432	137.994	105.38850000000001
YOR258W	10.772	8.222	11.598	23.164	86.134	77.038	49.771	46.836	39.191875
YOR259C	160.645	147.066	217.762	284.576	384.856	294.343	596.324	593.904	334.9345
YOR260W	61.631	50.72	37.917	32.698	79.25	80.039	65.042	68.251	59.4435
YOR261C	191.285	188.684	415.625	410.813	472.007	411.718	893.717	817.394	475.15537500000005
YOR262W	25.897	17.896	15.759	17.808	117.261	122.271	100.331	73.634	61.357125
YOR264W	54.568	53.9	61.688	66.998	79.284	68.239	74.736	70.201	66.20175
YOR265W	215.133	171.899	333.692	332.355	157.869	118.001	191.336	191.547	213.979
YOR266W	11.094	6.724	10.948	10.773	65.446	54.294	49.425	45.92	31.828000000000003
YOR269W	5.544	3.627	5.116	4.945	19.463	22.974	18.82	21.511	12.75
YOR270C	151.827	173.528	168.233	175.884	293.915	381.284	338.506	366.375	256.19399999999996
YOR271C	137.963	108.762	126.031	110.864	83.164	106.231	197.498	148.546	127.382375
YOR272W	86.313	81.094	0.0	10.972	177.617	208.536	60.619	26.438	81.44862499999999
YOR273C	10.102	6.723	14.715	37.84	54.931	41.879	28.24	53.725	31.019375
YOR274W	13.249	14.768	13.772	13.69	88.206	83.231	35.281	35.59	37.223375000000004
YOR275C	8.887	8.618	12.757	25.15	26.343	28.829	48.097	38.108	24.598625000000002
YOR276W	757.823	901.115	465.117	599.674	912.178	855.087	549.581	537.314	697.2361250000001
YOR278W	18.447	16.055	24.444	28.348	91.323	65.99	56.196	63.893	45.587
YOR279C	19.524	16.967	23.055	30.407	100.229	94.21	101.018	76.974	57.797999999999995
YOR280C	46.201	44.253	53.69	75.695	90.961	69.615	88.58	85.434	69.303625
YOR281C	90.072	76.102	61.712	109.056	194.027	155.396	163.493	162.403	126.532625
YOR283W	105.914	80.346	71.156	83.226	243.903	231.144	187.913	155.635	144.904625
YOR284W	16.046	9.077	20.731	14.024	37.552	33.079	52.425	48.74	28.959250000000004
YOR285W	284.673	251.114	853.365	988.503	401.689	336.52	1260.015	1389.308	720.648375
YOR286W	142.009	154.426	207.598	210.389	129.583	141.789	139.309	168.539	161.70525
YOR287C	40.343	49.432	4.203	9.75	121.064	108.252	47.673	13.952	49.333625
YOR288C	33.159	30.106	59.501	50.603	49.579	45.926	41.341	46.521	44.592000000000006
YOR289W	3.884	4.604	35.13	40.741	26.363	20.486	118.453	96.059	43.215
YOR290C	18.885	13.835	15.869	17.924	14.418	7.177	17.329	12.016	14.681625000000002
YOR291W	7.193	7.392	7.744	7.872	15.898	21.01	16.089	18.755	12.744125
YOR292C	11.373	10.553	13.605	21.038	91.68	90.273	60.055	58.707	44.6605
YOR293C-A	0.0	2.087	8.342	0.0	18.134	9.287	0.0	2.769	5.077375
YOR293W	5127.77	4786.543	1790.405	1884.202	6487.844	5891.394	1921.492	2126.781	3752.0538749999996
YOR294W	210.041	187.575	8.261	16.765	297.402	254.28	37.983	26.048	129.79437499999997
YOR295W	17.094	14.275	9.202	19.92	117.013	104.081	57.542	35.43	46.81962500000001
YOR296W	3.65	3.605	5.567	5.317	16.729	13.708	18.37	12.392	9.91725
YOR297C	41.556	49.148	54.562	59.902	90.137	69.003	28.098	46.362	54.846000000000004
YOR298C-A	1397.63	1379.249	575.873	905.452	1436.829	1111.44	855.455	966.741	1078.583625
YOR298W	0.408	0.44	0.0	2.38	21.504	23.495	4.043	4.086	7.0445
YOR299W	9.189	12.872	8.48	14.424	42.088	44.433	42.109	42.595	27.02375
YOR301W	20.229	19.618	22.263	28.438	23.145	24.785	28.484	26.345	24.163375000000002
YOR302W	191.387	115.012	190.204	189.947	129.202	116.461	87.455	84.176	137.9805
YOR303W	20.93	21.784	22.534	23.757	128.576	144.813	62.165	68.674	61.65412500000001
YOR304C-A	15.164	34.042	48.98	73.633	106.467	75.126	65.06	65.029	60.437625000000004
YOR304W	15.225	17.537	14.696	17.189	39.522	33.561	40.197	31.519	26.18075
YOR305W	24.168	16.059	17.346	25.482	188.53	165.69	177.063	148.546	95.3605
YOR306C	7.136	7.689	0.0	5.627	130.96	165.652	21.566	22.01	45.07999999999999
YOR307C	21.155	16.748	22.311	17.969	54.56	80.932	59.842	49.679	40.3995
YOR308C	21.341	26.41	14.36	14.989	26.923	19.184	33.014	17.636	21.732125
YOR310C	426.92	480.04	56.064	44.302	374.556	344.008	144.052	74.434	243.047
YOR311C	36.342	51.852	40.577	40.335	118.915	109.705	121.271	82.733	75.21625
YOR313C	2.89	1.868	0.0	3.367	48.012	47.655	2.289	4.543	13.828000000000001
YOR315W	86.384	57.189	24.315	22.089	183.005	175.136	38.012	29.458	76.94849999999998
YOR316C	24.945	15.6	47.959	64.147	63.07	57.662	77.62	110.792	57.724374999999995
YOR316C-A	2.778	1.497	5.981	6.937	13.001	3.995	0.0	7.941	5.26625
YOR317W	113.86	105.357	233.727	336.028	153.201	170.739	286.947	388.691	223.56875
YOR319W	21.031	10.839	43.318	39.58	118.769	105.654	92.344	94.764	65.787375
YOR320C	29.484	23.184	36.891	33.829	128.677	110.41	176.725	171.998	88.89975000000001
YOR321W	22.369	19.479	26.884	26.848	27.088	26.437	33.993	41.27	28.046000000000003
YOR322C	12.692	10.58	16.501	20.134	31.666	32.837	40.782	31.665	24.607125
YOR323C	268.492	267.824	275.217	301.323	161.604	143.324	209.773	217.951	230.6885
YOR324C	8.454	5.431	12.603	13.263	20.166	20.267	17.385	17.198	14.345875
YOR326W	58.552	54.166	38.628	44.798	60.788	58.413	67.591	60.902	55.47975
YOR327C	247.33	255.634	286.212	448.17	222.473	159.718	243.208	278.984	267.71612500000003
YOR328W	0.0	0.338	1.08	2.296	10.856	15.809	9.682	13.799	6.7325
YOR329C	21.794	11.863	27.576	23.752	25.239	21.005	25.359	35.007	23.949375000000003
YOR330C	6.878	8.254	9.762	12.232	27.439	23.309	27.55	29.943	18.170875
YOR332W	1083.241	1279.018	1352.683	1428.78	466.888	393.817	912.646	657.628	946.8376249999999
YOR334W	5.41	7.175	7.169	11.085	43.341	42.499	26.37	27.662	21.338875
YOR335C	403.77	397.173	237.838	212.488	136.188	147.98	120.697	103.503	219.954625
YOR336W	13.788	11.143	17.629	18.531	12.773	13.772	23.89	17.451	16.122125
YOR337W	9.29	7.508	3.334	3.222	24.761	28.827	12.775	8.115	12.229
YOR338W	1.615	0.58	0.0	4.033	27.084	27.097	12.79	10.772	10.496375
YOR339C	0.0	0.0	0.0	0.0	18.939	17.31	4.931	2.669	5.481124999999999
YOR340C	138.384	159.122	9.03	8.477	139.498	110.289	32.028	15.414	76.53025
